Location,Other Location Details,Full Location Details,Size,Bedrooms,Bathrooms,Property Type,Purchase Type,Price,Site
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,2,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
brookside,"Westlands Area, Westlands","brookside,Westlands Area, Westlands",None,2,3,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
kilimani,Kilimani,"kilimani,Kilimani",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,1,1,Apartment,Rent,"KSh 60,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,2,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
0724n,"Riverside westlands, Riverside, Westlands","0724n,Riverside westlands, Riverside, Westlands",1700 ft²,2,2,Apartment,Rent,"KSh 75,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,1,2,Apartment,Rent,"KSh 300,000
 / month",buyrentkenya
kilimani,Kilimani,"kilimani,Kilimani",None,4,5,Apartment,Rent,"KSh 380,000
 / month",buyrentkenya
1,"kitisuru, Kitisuru, Westlands","1,kitisuru, Kitisuru, Westlands",None,2,2,Apartment,Rent,"KSh 80,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,1,1,Apartment,Rent,"KSh 90,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,2,3,Apartment,Rent,"KSh 220,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,2,3,Apartment,Rent,"KSh 205,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
lavington,Lavington,"lavington,Lavington",None,4,5,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
kilimani,Kilimani,"kilimani,Kilimani",None,2,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Mombasa road,Mombasa Road,"Mombasa road,Mombasa Road",None,2,2,Apartment,Rent,"KSh 45,000
 / month",buyrentkenya
Mombasa road,Mombasa Road,"Mombasa road,Mombasa Road",None,2,2,Apartment,Rent,"KSh 45,000
 / month",buyrentkenya
riverside,"Riverside, Westlands","riverside,Riverside, Westlands",None,3,4,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,1,1,Apartment,Rent,"KSh 78,000
 / month",buyrentkenya
Fourth Parklands Avenue,"Parklands, Westlands","Fourth Parklands Avenue,Parklands, Westlands",None,2,3,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",70 m²,1,1,Apartment,Rent,"KSh 100,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,4,,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
0722n,"kileleshwa, Kileleshwa","0722n,kileleshwa, Kileleshwa",2200 ft²,3,3,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",120 m²,2,2,Apartment,Rent,"KSh 190,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",110 m²,1,1,Apartment,Rent,"KSh 75,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,4,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,2,,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Nyali Mombasa,"Nyali Area, Nyali","Nyali Mombasa,Nyali Area, Nyali",None,3,4,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Nyali Mombasa,"Nyali Area, Nyali","Nyali Mombasa,Nyali Area, Nyali",2300 ft²,3,4,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",110 m²,2,2,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,3,2,Apartment,Rent,"KSh 95,000
 / month",buyrentkenya
Muthaiga,Muthaiga,"Muthaiga,Muthaiga",None,3,3,Apartment,Rent,"KSh 330,000
 / month",buyrentkenya
Lower Kabete,Westlands,"Lower Kabete,Westlands",None,2,3,Apartment,Rent,"KSh 280,000
 / month",buyrentkenya
Ruaka,Ruaka,"Ruaka,Ruaka",None,2,2,Apartment,Rent,"KSh 40,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,2,2,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,2,2,Apartment,Rent,"KSh 115,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,4,4,Apartment,Rent,"KSh 230,000
 / month",buyrentkenya
Riverside drive,"Riverside, Westlands","Riverside drive,Riverside, Westlands",None,3,3,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Gigiri,Westlands,"Gigiri,Westlands",None,2,2,Apartment,Rent,"KSh 372,400
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,2,2,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
Ole Odume road,Kilimani,"Ole Odume road,Kilimani",None,4,4,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Brookside,Westlands,"Brookside,Westlands",None,3,4,Apartment,Rent,"KSh 320,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Karen,Karen,"Karen,Karen",None,2,2,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",200 m²,3,3,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
Spring Valley,Westlands,"Spring Valley,Westlands",2300 m²,4,4,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Mandera road,Kileleshwa,"Mandera road,Kileleshwa",2200 ft²,3,4,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,3,4,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,2,,Apartment,Rent,"KSh 70,000
 / month",buyrentkenya
KILIMANI,Kilimani,"KILIMANI,Kilimani",120 m²,2,2,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
KILELESHWA,Kileleshwa,"KILELESHWA,Kileleshwa",100 m²,2,2,Apartment,Rent,"KSh 95,000
 / month",buyrentkenya
KILELESHWA,Kileleshwa,"KILELESHWA,Kileleshwa",80 m²,1,1,Apartment,Rent,"KSh 65,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,4,3,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,1,1,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,3,2,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,1,1,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,3,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,3,3,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,3,2,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,3,2,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Peponi Road,"Westlands Area, Westlands","Peponi Road,Westlands Area, Westlands",None,2,2,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,4,4,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
1,"Peponi Rd, Spring Valley, Westlands","1,Peponi Rd, Spring Valley, Westlands",200 m²,2,3,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,4,4,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Westlands,Westlands Area,"Westlands,Westlands Area",None,2,2,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,3,4,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",109 m²,2,2,Apartment,Rent,"KSh 185,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,3,4,Apartment,Rent,"KSh 170,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",145 m²,3,3,Apartment,Rent,"KSh 260,000
 / month",buyrentkenya
Redhill road,Redhill,"Redhill road,Redhill",None,3,3,Apartment,Rent,"KSh 320,000
 / month",buyrentkenya
Westlands,Westlands Area,"Westlands,Westlands Area",None,2,2,Apartment,Rent,"KSh 320,000
 / month",buyrentkenya
riverside,"Riverside, Westlands","riverside,Riverside, Westlands",None,3,4,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",109 m²,2,2,Apartment,Rent,"KSh 165,000
 / month",buyrentkenya
Brookside,Westlands,"Brookside,Westlands",None,3,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
riverside,"Riverside, Westlands","riverside,Riverside, Westlands",None,4,5,Apartment,Rent,"KSh 330,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",99 m²,2,2,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,2,2,Apartment,Rent,"KSh 95,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",442 m²,4,6,Apartment,Rent,"KSh 650,000
 / month",buyrentkenya
Rhapta rd,"Westlands Area, Westlands","Rhapta rd,Westlands Area, Westlands",94 m²,1,1,Apartment,Rent,"KSh 100,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",77 m²,1,1,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,2,3,Apartment,Rent,"KSh 290,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,4,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,3,4,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,2,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,4,4,Apartment,Rent,None,buyrentkenya
kilimani,Kilimani,"kilimani,Kilimani",None,2,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
lavington,Lavington,"lavington,Lavington",None,2,3,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,1,1,Apartment,Rent,"KSh 55,000
 / month",buyrentkenya
Brookside,Westlands,"Brookside,Westlands",None,3,3,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,1,1,Apartment,Rent,"KSh 170,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,4,4,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,4,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
General mathenge road,"Westlands Area, Westlands","General mathenge road,Westlands Area, Westlands",None,1,1,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,3,,Apartment,Rent,"KSh 90,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,1,,Apartment,Rent,"KSh 40,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,3,,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
3rd Parklands Avenue,"Parklands, Westlands","3rd Parklands Avenue,Parklands, Westlands",None,3,3,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Buxton,"Nyali Area, Nyali","Buxton,Nyali Area, Nyali",None,3,2,Apartment,Rent,"KSh 45,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,3,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",102 m²,2,2,Apartment,Rent,"KSh 280,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",100 m²,2,2,Apartment,Rent,"KSh 85,000
 / month",buyrentkenya
Westlands,Westlands Area,"Westlands,Westlands Area",None,1,2,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,3,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Brookside drive,"Westlands Area, Westlands","Brookside drive,Westlands Area, Westlands",280 m²,3,3,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Gatundu road,Kileleshwa,"Gatundu road,Kileleshwa",None,1,1,Apartment,Rent,"KSh 115,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",110 m²,2,2,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Off brookside drive,"Westlands Area, Westlands","Off brookside drive,Westlands Area, Westlands",None,1,2,Apartment,Rent,"KSh 60,000
 / month",buyrentkenya
lavington,Lavington,"lavington,Lavington",270 m²,4,4,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",180 m²,3,4,Apartment,Rent,"KSh 320,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",200 m²,4,5,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
0703J,"near sarit centre, Brookside, Westlands","0703J,near sarit centre, Brookside, Westlands",2000 ft²,3,3,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
0719n,"Westlands, Rhapta Road","0719n,Westlands, Rhapta Road",1200 ft²,1,1,Apartment,Rent,"KSh 115,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,1,1,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
Brookside,Westlands,"Brookside,Westlands",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,4,4,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
Riverside drive,"Riverside, Westlands","Riverside drive,Riverside, Westlands",None,5,5,Apartment,Rent,"KSh 380,000
 / month",buyrentkenya
Riverside Drive,"Riverside, Westlands","Riverside Drive,Riverside, Westlands",None,2,2,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Peponi Road,"Spring Valley, Westlands","Peponi Road,Spring Valley, Westlands",None,2,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
general mathenge,"Westlands Area, Westlands","general mathenge,Westlands Area, Westlands",None,4,5,Apartment,Rent,"KSh 300,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,3,4,Apartment,Rent,None,buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,2,2,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Westlands,Westlands Area,"Westlands,Westlands Area",None,3,3,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,3,Apartment,Rent,"KSh 230,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,4,4,Apartment,Rent,"KSh 400,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,2,2,Apartment,Rent,"KSh 280,000
 / month",buyrentkenya
Kitisuru,Westlands,"Kitisuru,Westlands",None,2,2,Apartment,Rent,"KSh 80,000
 / month",buyrentkenya
Brookside,"Westlands, Nairobi, Spring Valley","Brookside,Westlands, Nairobi, Spring Valley",None,3,3,Apartment,Rent,"KSh 110,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",None,3,3,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 230,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,4,4,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 230,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 170,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,3,3,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",None,4,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,1,1,Apartment,Rent,"KSh 120,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,1,1,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,3,3,Apartment,Rent,"KSh 140,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,1,1,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Muthaiga,Muthaiga,"Muthaiga,Muthaiga",None,3,4,Apartment,Rent,"KSh 330,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,2,2,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
Bamburi,Bamburi,"Bamburi,Bamburi",None,2,3,Apartment,Rent,"KSh 26,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,2,2,Apartment,Rent,"KSh 100,000
 / month",buyrentkenya
riverside,"Riverside, Westlands","riverside,Riverside, Westlands",None,3,4,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,2,3,Apartment,Rent,"KSh 170,000
 / month",buyrentkenya
Westland,"Westlands Area, Westlands","Westland,Westlands Area, Westlands",None,3,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,4,5,Apartment,Rent,"KSh 300,000
 / month",buyrentkenya
kilimani,Kilimani,"kilimani,Kilimani",None,2,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",180 m²,3,4,Apartment,Rent,"KSh 380,000
 / month",buyrentkenya
Kileleshwa,Kileleshwa,"Kileleshwa,Kileleshwa",None,2,2,Apartment,Rent,"KSh 210,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",350 m²,4,5,Apartment,Rent,"KSh 400,000
 / month",buyrentkenya
Brookside drive,"Westlands Area, Westlands","Brookside drive,Westlands Area, Westlands",130 m²,2,2,Apartment,Rent,"KSh 170,000
 / month",buyrentkenya
Riverside,Westlands,"Riverside,Westlands",280 m²,3,4,Apartment,Rent,"KSh 300,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,3,4,Apartment,Rent,"KSh 265,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,2,2,Apartment,Rent,"KSh 285,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,2,3,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",150 m²,3,3,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
General Mathenge,Westlands,"General Mathenge,Westlands",110 m²,2,2,Apartment,Rent,"KSh 250,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",150 m²,3,3,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
Parklands,Westlands,"Parklands,Westlands",150 m²,3,3,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
upper hill,Upper Hill,"upper hill,Upper Hill",None,2,3,Apartment,Rent,"KSh 200,000
 / month",buyrentkenya
Nyari,Westlands,"Nyari,Westlands",None,2,2,Apartment,Rent,"KSh 280,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,1,2,Apartment,Rent,"KSh 300,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,4,5,Apartment,Rent,"KSh 380,000
 / month",buyrentkenya
general mathenge,"Westlands Area, Westlands","general mathenge,Westlands Area, Westlands",None,3,4,Apartment,Rent,"KSh 380,000
 / month",buyrentkenya
Riverside Drive,"Riverside, Westlands","Riverside Drive,Riverside, Westlands",None,2,3,Apartment,Rent,"KSh 75,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,2,2,Apartment,Rent,"KSh 170,000
 / month",buyrentkenya
Karen,Karen,"Karen,Karen",None,3,3,Apartment,Rent,"KSh 180,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,1,1,Apartment,Rent,"KSh 150,000
 / month",buyrentkenya
Westlands Area,Westlands,"Westlands Area,Westlands",None,4,4,Apartment,Rent,"KSh 453,000
 / month",buyrentkenya
Lavington,Lavington,"Lavington,Lavington",None,3,3,Apartment,Rent,"KSh 130,000
 / month",buyrentkenya
kilimani,Kilimani,"kilimani,Kilimani",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
westlands,"Westlands Area, Westlands","westlands,Westlands Area, Westlands",None,3,4,Apartment,Rent,"KSh 350,000
 / month",buyrentkenya
kileleshwa,Kileleshwa,"kileleshwa,Kileleshwa",None,3,4,Apartment,Rent,"KSh 160,000
 / month",buyrentkenya
lavington,Lavington,"lavington,Lavington",None,4,5,Apartment,Rent,"KSh 230,000
 / month",buyrentkenya
Brookside,"Westlands Area, Westlands","Brookside,Westlands Area, Westlands",None,2,3,Apartment,Rent,"KSh 165,000
 / month",buyrentkenya
Kilimani,Kilimani,"Kilimani,Kilimani",None,2,2,Apartment,Rent,"KSh 230,000
 / month",buyrentkenya
Ruaka,Ruaka,"Ruaka,Ruaka",None,1,2,Apartment,Rent,"KSh 38,000
 / month",buyrentkenya
