Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Chalbi drive,Lavington,None,4,4,"KSh 265,000
 / month",House,Rent
Kitisuru,Westlands,1 ac,5,5,"KSh 1,300,000
 / month",House,Rent
Muthaiga,Muthaiga,None,2,2,"KSh 150,000
 / month",House,Rent
Rosslyn,Westlands,None,4,4,"KSh 530,000
 / month",House,Rent
Runda,Westlands,None,6,5,"KSh 850,000
 / month",House,Rent
Westlands,"Lower Kabete, Spring Valley",9000 ft²,5,5,"KSh 650,000
 / month",House,Rent
Kitisuru,Westlands,550 m²,4,4,"KSh 776,475
 / month",House,Rent
Kitisuru,Westlands,None,4,3,"KSh 380,000
 / month",House,Rent
Kyuna,Westlands,None,5,4,"KSh 400,000
 / month",House,Rent
Gigiri,Westlands,None,6,4,"KSh 450,000
 / month",House,Rent
Gigiri,Westlands,None,5,3,"KSh 725,000
 / month",House,Rent
Kitisuru,Westlands,None,5,3,"KSh 375,000
 / month",House,Rent
Kyuna,Westlands,None,5,4,"KSh 400,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 522,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 850,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 470,000
 / month",House,Rent
Tilisi Estate,"Tigoni, Limuru",None,4,4,"KSh 170,000
 / month",House,Rent
Runda mumwe,"Runda, Westlands",None,2,2,"KSh 180,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 500,000
 / month",House,Rent
Nyari,Westlands,None,2,2,"KSh 180,000
 / month",House,Rent
kirawa road,"Kitisuru, Westlands",None,4,4,"KSh 230,000
 / month",House,Rent
Mzima Springs,Lavington,None,4,4,"KSh 400,000
 / month",House,Rent
Westlands Area,Westlands,None,5,5,"KSh 300,000
 / month",House,Rent
Runda Mumwe,"Runda, Westlands",None,5,5,"KSh 400,000
 / month",House,Rent
Nicole Avenue,"Runda, Westlands",None,3,4,"KSh 300,000
 / month",House,Rent
convent drive,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
lower kabete road,"Lower Kabete, Westlands",None,4,4,"KSh 520,000
 / month",House,Rent
karen,Karen,None,5,6,"KSh 350,000
 / month",House,Rent
Westlands Area,Westlands,None,3,2,"KSh 130,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 300,000
 / month",House,Rent
Rosslyn,"Rosslyn Lone Tree, Rosslyn, Westlands",2 ac,5,4,"KSh 780,000
 / month",House,Rent
Runda Near Roslyn Riviera,"Runda, Westlands",None,5,5,"KSh 300,000
 / month",House,Rent
Runda,Westlands,1 ac,6,5,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,7,7,"KSh 450,000
 / month",House,Rent
off paradise lost road,Kiambu Road,180 m²,4,4,"KSh 270,000
 / month",House,Rent
Runda,"Runda, Runda, Westlands",None,5,4,"KSh 400,000
 / month",House,Rent
Runda,"Runda, Runda, Westlands",None,4,4,"KSh 400,000
 / month",House,Rent
Runda Mumwe,"Runda, Westlands",None,4,4,"KSh 400,000
 / month",House,Rent
Garden Estate,Roysambu,300 m²,5,5,"KSh 350,000
 / month",House,Rent
Glory Drive,"Runda, Westlands",None,5,5,"KSh 350,000
 / month",House,Rent
Panafric,"Runda, Westlands",None,4,4,"KSh 430,000
 / month",House,Rent
Mimosa,"Runda, Westlands",350 m²,4,4,"KSh 450,000
 / month",House,Rent
Gigiri,Westlands,None,4,4,"KSh 250,000
 / month",House,Rent
Mandera Roaad,"Dik Dik Court, Kileleshwa",405 m²,5,6,"KSh 500,000
 / month",House,Rent
Karen,Karen,None,2,2,"KSh 160,000
 / month",House,Rent
Runda,"Runda, Runda, Westlands",500 m²,7,7,"KSh 1,200,000
 / month",House,Rent
Runda,"Runda, Runda, Westlands",None,5,5,"KSh 550,000
 / month",House,Rent
Old Runda,Kiambu Road,100 m²,2,2,"KSh 100,000
 / month",House,Rent
Lavington,Lavington,None,1,1,"KSh 100,000
 / month",House,Rent
Runda,Westlands,None,2,2,"KSh 1,500
 / month",House,Rent
Runda,Westlands,None,5,4,"KSh 2,500
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 200,000
 / month",House,Rent
Ridgeway road,Ridgeways,None,4,5,"KSh 280,000
 / month",House,Rent
Eliud Mathu,"Runda, Westlands",300 m²,5,,"KSh 3,000
 / month",House,Rent
Nyari,Westlands,250 m²,5,5,"KSh 4,500
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 2,600
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 480,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 4,000
 / month",House,Rent
Lavington,Lavington,None,5,6,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 290,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 300,000
 / month",House,Rent
Westlands Area,Westlands,None,3,3,"KSh 280,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 200,000
 / month",House,Rent
Rosslyn,Westlands,None,2,2,"KSh 350,000
 / month",House,Rent
convent drive,Lavington,None,5,5,"KSh 300,000
 / month",House,Rent
Kitisuru,Westlands,None,3,3,"KSh 500,000
 / month",House,Rent
Nyari,Westlands,None,6,6,"KSh 4,000
 / month",House,Rent
Rosslyn,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
karbaserian,Lavington,None,5,5,"KSh 400,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 300,000
 / month",House,Rent
Nyari south,"Nyari, Westlands",None,5,5,"KSh 450,000
 / month",House,Rent
Gitanga road,Lavington,None,4,4,"KSh 200,000
 / month",House,Rent
kaputei gardens,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Loresho,Westlands,None,5,5,"KSh 650,000
 / month",House,Rent
Kyuna,Westlands,1 ac,6,5,"KSh 500,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 380,000
 / month",House,Rent
Lower Kabete Rd,"Westlands Area, Westlands",None,5,5,"KSh 1,300,000
 / month",House,Rent
kirawa road,"Kitisuru, Westlands",None,4,4,"KSh 380,000
 / month",House,Rent
lower kabete,"Lower Kabete, Westlands",None,5,5,"KSh 600,000
 / month",House,Rent
Oldonyo,"Spring Valley, Westlands",None,5,5,"KSh 290,000
 / month",House,Rent
chalbi drive,Lavington,None,4,4,"KSh 250,000
 / month",House,Rent
Owashika Road,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
James Gichuru,Lavington,None,3,3,"KSh 230,000
 / month",House,Rent
Eldama Ravine Road,"Spring Valley, Westlands",None,4,4,"KSh 310,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Convent Drive,Lavington,None,5,5,"KSh 330,000
 / month",House,Rent
Issac Gathanju,Lavington,None,5,5,"KSh 420,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
lower kabete road,"Lower Kabete, Westlands",None,5,5,"KSh 750,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 3,800
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 4,000
 / month",House,Rent
Nyari,Westlands,None,5,5,"KSh 6,000
 / month",House,Rent
Eden Ville Estate,Kiambu Road,1800 ft²,4,3,"KSh 140,000
 / month",House,Rent
Along Kiambu Road next to Former Kigwa Conference hotel,Kiambu Road,260 m²,4,4,"KSh 200,000
 / month",House,Rent
Gigiri,Westlands,10000 ft²,10,10,"KSh 1,350,000
 / month",House,Rent
Lower Kabete,Westlands,None,5,5,"KSh 650,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 550,000
 / month",House,Rent
Glory Drive,"Runda, Runda, Westlands",None,4,4,"KSh 350,000
 / month",House,Rent
Gitanga road,Lavington,None,4,3,"KSh 120,000
 / month",House,Rent
Parklands,Westlands,None,4,3,"KSh 110,000
 / month",House,Rent
Gigiri,Westlands,400 m²,3,3,"KSh 3,500
 / month",House,Rent
Kitisuru,Westlands,1012 m²,4,4,"KSh 375,000
 / month",House,Rent
Nyali Area,Nyali,None,3,,"KSh 15,000
 / month",House,Rent
Along the Northern Bypass After Windsor Roundabout,"Thome, Roysambu",None,5,5,"KSh 150,000
 / month",House,Rent
Lower Kabete,Westlands,350 m²,5,5,"KSh 350,000
 / month",House,Rent
Spring Valley,Westlands,None,4,4,"KSh 250,000
 / month",House,Rent
Spring Valley,Westlands,None,5,5,"KSh 500,000
 / month",House,Rent
Nyali Area,Nyali,None,5,5,"KSh 20,000
 / month",House,Rent
e,"Eden Ville Estate, Kiambu Road",None,3,3,"KSh 130,000
 / month",House,Rent
Fourways Junction Estate,Kiambu Road,None,3,2,"KSh 108,000
 / month",House,Rent
Eden Ville Phase 2,Kiambu Road,None,4,3,"KSh 150,000
 / month",House,Rent
Off Paradise Lost Road,Kiambu Road,None,4,4,"KSh 170,000
 / month",House,Rent
Vipingo,Vipingo,None,3,None,"KSh 22,500
 / month",House,Rent
Peponi Road,"Westlands Area, Westlands",None,4,5,"KSh 250,000
 / month",House,Rent
Shimba road,"Nyali Area, Nyali",None,1,1,"KSh 60,000
 / month",House,Rent
Nyali Area,Nyali,None,5,5,"KSh 180,000
 / month",House,Rent
Fourways Junction Estate,Kiambu Road,205 m²,4,3,"KSh 180,000
 / month",House,Rent
Kiambu Road,Kiambu Road,146 m²,3,2,"KSh 118,000
 / month",House,Rent
Westlands Area,Westlands,None,3,3,"KSh 300,000
 / month",Apartment,Rent
kabiria,Dagoretti Corner,None,1,1,"KSh 17,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,,"KSh 285,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,2,2,"KSh 100,000
 / month",Apartment,Rent
Raphta rd westland,"Westlands Area, Westlands",None,3,4,"KSh 130,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,3,"KSh 95,000
 / month",Apartment,Rent
Lavington,Lavington,None,1,1,"KSh 135,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,3,4,"KSh 90,000
 / month",Apartment,Rent
kilimani,Kilimani,None,3,4,"KSh 350,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,1,2,"KSh 300,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,3,4,"KSh 360,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,3,4,"KSh 420,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,2,"KSh 100,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 250,000
 / month",Apartment,Rent
Dennis Pritt,Kilimani,136 m²,2,2,"KSh 200,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,4,,"KSh 140,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,3,4,"KSh 350,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,3,4,"KSh 220,000
 / month",Apartment,Rent
Olekasasi,Ongata Rongai,None,2,3,"KSh 38,000
 / month",Apartment,Rent
Nyari,Westlands,None,1,1,"KSh 160,000
 / month",Apartment,Rent
Mirema Road,"Mirema, Roysambu",None,2,2,"KSh 45,000
 / month",Apartment,Rent
lavington,Lavington,None,4,5,"KSh 350,000
 / month",Apartment,Rent
mombasa road,Mombasa Road,None,2,3,"KSh 300,000
 / month",Apartment,Rent
0725J,"Riverside Drive, Riverside, Westlands",2000 ft²,3,4,"KSh 160,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,4,5,"KSh 250,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,3,"KSh 180,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 250,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,None,Apartment,Rent
Kilimani,Kilimani,None,2,2,"KSh 155,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,3,4,"KSh 200,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 215,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 160,000
 / month",Apartment,Rent
riverside,"Riverside, Westlands",None,4,5,None,Apartment,Rent
Kilimani,Kilimani,None,3,,"KSh 160,000
 / month",Apartment,Rent
Lavington,Lavington,None,1,1,"KSh 170,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,3,4,"KSh 160,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,,"KSh 200,000
 / month",Apartment,Rent
Off Chiromo Road,"Riverside, Westlands",None,4,4,"KSh 220,000
 / month",Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",138 m²,2,2,"KSh 155,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,1,,"KSh 55,000
 / month",Apartment,Rent
Kilimani,Kilimani,220 m²,4,4,"KSh 380,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,3,4,"KSh 380,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,1,1,"KSh 140,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,2,2,"KSh 95,000
 / month",Apartment,Rent
Brookside,Westlands,165 m²,3,3,"KSh 310,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,1,1,"KSh 70,000
 / month",Apartment,Rent
Off Riverside Drive,"Riverside, Westlands",280 m²,3,4,"KSh 160,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,3,4,"KSh 220,000
 / month",Apartment,Rent
Peponi road,"Westlands Area, Westlands",None,2,2,"KSh 120,000
 / month",Apartment,Rent
Lavington,Lavington,None,2,,"KSh 130,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,2,"KSh 200,000
 / month",Apartment,Rent
Nyali Area,Nyali,None,3,4,"KSh 340,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,,"KSh 85,000
 / month",Apartment,Rent
Lavington,Lavington,None,3,,"KSh 160,000
 / month",Apartment,Rent
Parklands,Westlands,None,3,3,"KSh 160,000
 / month",Apartment,Rent
7,"Flame Tree Drive, Runda, Westlands",2023 m²,3,2,"KSh 170,000
 / month",Apartment,Rent
Brookside drive,"Westlands Area, Westlands",136 m²,2,3,"KSh 320,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,0,1,"KSh 145,000
 / month",Apartment,Rent
Brookside,Westlands,110 m²,2,2,"KSh 315,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,2,"KSh 200,000
 / month",Apartment,Rent
Gatundu road,Kileleshwa,None,1,1,"KSh 80,000
 / month",Apartment,Rent
RAPTOR ROAD,"Westlands Area, Westlands",None,2,2,"KSh 100,000
 / month",Apartment,Rent
Runda,Westlands,None,4,4,"KSh 450,000
 / month",Apartment,Rent
Riverside Drive,"Riverside, Westlands",None,3,3,"KSh 160,000
 / month",Apartment,Rent
Parklands,Westlands,None,4,5,"KSh 150,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,1,1,"KSh 45,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,1,1,"KSh 70,000
 / month",Apartment,Rent
Muthiga,"Waiyaki way, Kinoo, Kikuyu",430 ft²,1,1,"KSh 27,000
 / month",Apartment,Rent
wood avenue,Kilimani,None,0,,"KSh 50,000
 / month",Apartment,Rent
Riverside,Westlands,None,2,3,"KSh 120,000
 / month",Apartment,Rent
Parklands,Westlands,None,3,2,"KSh 135,000
 / month",Apartment,Rent
Parklands,Westlands,None,2,2,"KSh 110,000
 / month",Apartment,Rent
Elgeyo marakwet,"Muringa road, Perry west, Kilimani",None,2,2,"KSh 200,000
 / month",Apartment,Rent
Lavington,Lavington,None,2,2,"KSh 200,000
 / month",Apartment,Rent
Kitale Lane,"Dennis Pritt Rd, Kilimani",140 m²,2,3,"KSh 285,000
 / month",Apartment,Rent
Rhapta rd,"Westlands Area, Westlands",270 m²,3,3,"KSh 350,000
 / month",Apartment,Rent
General Mathenge,"Westlands Area, Westlands",None,2,2,"KSh 250,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,3,,"KSh 110,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 100,000
 / month",Apartment,Rent
Brookside,Westlands,None,3,2,"KSh 75,000
 / month",Apartment,Rent
Westlands,Westlands Area,None,1,1,"KSh 160,000
 / month",Apartment,Rent
Mombasa Road,Mombasa Road,None,1,1,"KSh 80,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 290,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 250,000
 / month",Apartment,Rent
brookside,"Westlands Area, Westlands",None,2,3,"KSh 300,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,4,5,"KSh 300,000
 / month",Apartment,Rent
riverside,"Riverside, Westlands",None,4,5,"KSh 330,000
 / month",Apartment,Rent
spring valley,"Spring Valley, Westlands",None,2,3,"KSh 280,000
 / month",Apartment,Rent
Parklands,Westlands,None,5,6,"KSh 180,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 160,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,2,"KSh 120,000
 / month",Apartment,Rent
Kilimani,Kilimani,140 m²,2,2,"KSh 285,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 280,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 300,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 280,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,3,"KSh 85,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 150,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 250,000
 / month",Apartment,Rent
Riverside,Westlands,325 m²,4,4,"KSh 360,000
 / month",Apartment,Rent
Parklands,Westlands,None,3,3,"KSh 350,000
 / month",Apartment,Rent
riverside,"Riverside, Westlands",None,2,3,"KSh 120,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,2,"KSh 140,000
 / month",Apartment,Rent
Parklands,Westlands,None,2,2,"KSh 250,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,3,"KSh 110,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,3,4,None,Apartment,Rent
0724J,"Kileleshwa Estate., Kileleshwa",1800 ft²,3,3,"KSh 83,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,1,1,"KSh 70,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,1,,"KSh 65,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,2,3,"KSh 150,000
 / month",Apartment,Rent
Kilimani,Kilimani,110 m²,2,2,"KSh 150,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 130,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 200,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 230,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 350,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 175,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 250,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 270,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,4,4,"KSh 450,000
 / month",Apartment,Rent
0724J,"Kileleshwa Estate., Kileleshwa",1800 ft²,3,3,"KSh 100,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,1,1,"KSh 180,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,3,"KSh 150,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,2,2,"KSh 160,000
 / month",Apartment,Rent
kitisuru,"Westlands Area, Westlands",None,3,3,"KSh 95,000
 / month",Apartment,Rent
Lavington,Lavington,None,1,1,"KSh 65,000
 / month",Apartment,Rent
Lavington,Lavington,70 m²,1,1,"KSh 125,000
 / month",Apartment,Rent
Lavington,Lavington,70 m²,1,1,"KSh 125,000
 / month",Apartment,Rent
1,"rosslyn, Rosslyn, Westlands",None,3,3,"KSh 400,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,1,1,"KSh 70,000
 / month",Apartment,Rent
Kilimani,Kilimani,113 m²,2,3,"KSh 250,000
 / month",Apartment,Rent
Westlands,Westlands Area,None,3,3,"KSh 200,000
 / month",Apartment,Rent
Westlands Area,Westlands,90 m²,2,2,"KSh 240,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,0,1,"KSh 55,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 180,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,3,"KSh 150,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,2,"KSh 100,000
 / month",Apartment,Rent
kilimani,Kilimani,None,2,3,"KSh 160,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 250,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,1,1,"KSh 110,000
 / month",Apartment,Rent
Peponi Road,"Westlands Area, Westlands",None,2,3,"KSh 250,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 180,000
 / month",Apartment,Rent
brookside,"Westlands Area, Westlands",None,2,3,"KSh 250,000
 / month",Apartment,Rent
kilimani,Kilimani,None,3,4,"KSh 350,000
 / month",Apartment,Rent
Lavington,Lavington,None,1,1,"KSh 60,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,3,"KSh 200,000
 / month",Apartment,Rent
0724n,"Riverside westlands, Riverside, Westlands",1700 ft²,2,2,"KSh 75,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,1,2,"KSh 300,000
 / month",Apartment,Rent
kilimani,Kilimani,None,4,5,"KSh 380,000
 / month",Apartment,Rent
1,"kitisuru, Kitisuru, Westlands",None,2,2,"KSh 80,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,1,1,"KSh 90,000
 / month",Apartment,Rent
kileleshwa,Kileleshwa,None,2,3,"KSh 220,000
 / month",Apartment,Rent
westlands,"Westlands Area, Westlands",None,2,3,"KSh 205,000
 / month",Apartment,Rent
Riverside,Westlands,None,3,3,"KSh 350,000
 / month",Apartment,Rent
lavington,Lavington,None,4,5,"KSh 250,000
 / month",Apartment,Rent
kilimani,Kilimani,None,2,3,"KSh 200,000
 / month",Apartment,Rent
Mombasa road,Mombasa Road,None,2,2,"KSh 45,000
 / month",Apartment,Rent
Mombasa road,Mombasa Road,None,2,2,"KSh 45,000
 / month",Apartment,Rent
riverside,"Riverside, Westlands",None,3,4,"KSh 250,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,1,1,"KSh 78,000
 / month",Apartment,Rent
Fourth Parklands Avenue,"Parklands, Westlands",None,2,3,"KSh 110,000
 / month",Apartment,Rent
Westlands Area,Westlands,70 m²,1,1,"KSh 100,000
 / month",Apartment,Rent
Parklands,Westlands,None,4,,"KSh 250,000
 / month",Apartment,Rent
0722n,"kileleshwa, Kileleshwa",2200 ft²,3,3,"KSh 150,000
 / month",Apartment,Rent
Kilimani,Kilimani,120 m²,2,2,"KSh 190,000
 / month",Apartment,Rent
Riverside,Westlands,110 m²,1,1,"KSh 75,000
 / month",Apartment,Rent
Kilimani,Kilimani,None,3,4,"KSh 120,000
 / month",Apartment,Rent
Lavington,Lavington,None,2,,"KSh 130,000
 / month",Apartment,Rent
Nyali Mombasa,"Nyali Area, Nyali",None,3,4,"KSh 130,000
 / month",Apartment,Rent
Nyali Mombasa,"Nyali Area, Nyali",2300 ft²,3,4,"KSh 110,000
 / month",Apartment,Rent
Westlands Area,Westlands,None,3,4,"KSh 350,000
 / month",Apartment,Rent
Riverside,Westlands,110 m²,2,2,"KSh 110,000
 / month",Apartment,Rent
Kileleshwa,Kileleshwa,None,3,2,"KSh 95,000
 / month",Apartment,Rent
Muthaiga,Muthaiga,None,3,3,"KSh 330,000
 / month",Apartment,Rent
