Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
Oak Park court Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
"Nasra estate, Embakasi Central Embakasi Nairobi",1,1,1,"KSh 6,000",Apartment,Rent
Upper Hill Nairobi,2,2,2,"KSh 25,000",House,Rent
"Sportview estate, Kasarani Nairobi",1,1,1,"KSh 6,000",Apartment,Rent
Oak Park court Imara Daima Nairobi,3,4,4,"KSh 30,000",House,Rent
"Rumuba drive, Kasarani Nairobi",1,1,1,"KSh 6,500",Apartment,Rent
"Dam estate, Langata Area Langata Nairobi",1,1,1,"KSh 11,000",Apartment,Rent
Kitisuru Nairobi,6,6,7,"KSh 500,000",House,Rent
Villa Franca Imara Daima Nairobi,3,4,4,"KSh 30,000",House,Rent
"Garden Estate, Thika Road Thika Road Nairobi",1,1,1,"KSh 13,000",Apartment,Rent
"Madaraka Estate, Madaraka Langata Nairobi",1,1,1,"KSh 13,000",Apartment,Rent
"Imara daima, Embakasi Nairobi",1,1,1,"KSh 10,000",Apartment,Rent
South B Langata Nairobi,1,1,1,"KSh 13,000",Apartment,Rent
"Sportview estate, Kasarani Area Kasarani Nairobi",1,1,1,"KSh 12,000",Apartment,Rent
Behind Equity bank Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
Savanah Donholm Nairobi,2,3,3,"KSh 20,000",House,Rent
Industrial Area Nairobi,beds,baths,Toilets,"KSh 26,040",Other,Rent
Kileleshwa Nairobi,2,2,2,"KSh 90,000",House,Rent
Lower Kabete Nairobi,5,5,5,"KSh 350,000",House,Rent
"Langata road, Langata Area Langata Nairobi",1,1,1,"KSh 13,000",Apartment,Rent
Westlands Nairobi,beds,baths,Toilets,"KSh 140,000",Other,Rent
Ngong Rd Nairobi,2,2,2,"KSh 18,000",House,Rent
Ruaka Nairobi,2,2,2,"KSh 18,000",House,Rent
Ruaka Nairobi,3,3,3,"KSh 25,000",House,Rent
"PANGANI HEIGHTS, Pangani Nairobi",1,1,1,"KSh 14,500",Apartment,Rent
"12 TH STREET, Eastleigh North Nairobi",2,2,2,"KSh 17,000",Apartment,Rent
"MAKUENI ROAD, Kileleshwa Nairobi",1,1,1,"KSh 22,000",Apartment,Rent
Madaraka Nairobi,2,2,2,"KSh 26,000",House,Rent
Komarock Nairobi,2,2,2,"KSh 18,000",House,Rent
Garden Estate Nairobi,2,2,2,"KSh 25,000",House,Rent
Madaraka Nairobi,1,1,1,"KSh 15,000",Apartment,Rent
Madaraka Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Komarock Nairobi,1,1,1,"KSh 11,000",Apartment,Rent
Komarock Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
Garden Estate Nairobi,1,1,1,"KSh 15,000",Apartment,Rent
Garden Estate Nairobi,1,1,1,"KSh 8,500",House,Rent
Kahawa West Nairobi,2,2,2,"KSh 17,000",House,Rent
Kahawa West Nairobi,3,3,3,"KSh 28,000",House,Rent
Hurlingham Nairobi,2,2,2,"KSh 40,000",House,Rent
Kahawa West Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Kahawa West Nairobi,1,1,1,"KSh 8,500",House,Rent
Hurlingham Nairobi,1,1,1,"KSh 25,000",Apartment,Rent
Hurlingham Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Kahawa West Nairobi,1,1,1,"KSh 9,000",Apartment,Rent
Lavington Nairobi,4,4,4,"KSh 250,000",House,Rent
Kileleshwa Nairobi,4,4,4,"KSh 110,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 75,000",House,Rent
Hurlingham Nairobi,1,1,1,"KSh 25,000",Apartment,Rent
Utawala Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
South B Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Thika Road Thika Road Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Lavington Nairobi,4,4,4,"KSh 250,000",House,Rent
"near quick mart, Fedha Nairobi",2,2,2,"KSh 12,000",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Kitisuru Nairobi,3,3,3,"KSh 100,000",House,Rent
Garden Estate Roysambu Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
Kitisuru Nairobi,2,2,2,"KSh 80,000",House,Rent
Nairobi West Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
Garden Estate Roysambu Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
Runda Nairobi,4,4,4,"KSh 250,000",House,Rent
"Thindigua, Kiambu Road Kiambu Road Nairobi",1,1,1,"KSh 14,000",House,Rent
South C Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
Madaraka Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Imara Daima Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
"Near green house, Ngong Rd Nairobi",1,1,1,"KSh 12,000",House,Rent
Adams Ngong Rd Nairobi,1,1,1,"KSh 7,000",House,Rent
"Near posta, Kangemi Nairobi",3,2,2,"KSh 20,000",House,Rent
Icipe Kasarani Nairobi,1,1,1,"KSh 10,000",House,Rent
"Near quick mart supermarket, Ruaka Nairobi",1,1,1,"KSh 6,000",House,Rent
"Donholm face 8, Donholm Nairobi",2,2,2,"KSh 15,000",Apartment,Rent
"Nasra near bee centre, Embakasi Central Embakasi Nairobi",2,2,2,"KSh 15,000",Apartment,Rent
Ngumba Estate Kasarani Nairobi,2,2,2,"KSh 15,000",Apartment,Rent
"Nasra near bee centre, Embakasi Central Embakasi Nairobi",2,2,2,"KSh 15,000",Apartment,Rent
Kileleshwa Nairobi,2,2,2,"KSh 35,000",House,Rent
Kileleshwa Nairobi,4,4,4,"KSh 33,000,000",House,Rent
Dagoretti South Nairobi,2,2,2,"KSh 14,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 23,000,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 7,000,000",Apartment,Rent
Umoja Nairobi,2,2,2,"KSh 15,000",House,Rent
"Near naivas supermarket, Mountain View Nairobi",2,2,2,"KSh 15,000",House,Rent
"Near magunas supermarket, Kahawa Wendani Nairobi",2,2,2,"KSh 15,000",House,Rent
"Near naivas supermarket, Donholm Nairobi",1,1,1,"KSh 10,000",House,Rent
Gigiri Nairobi,1,1,1,"KSh 6,500",House,Rent
Loresho Nairobi,1,1,1,"KSh 7,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 100,000",Apartment,Rent
Loresho Nairobi,1,1,1,"KSh 11,000",House,Rent
Kariobangi South Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
Kitisuru Nairobi,5,5,5,"KSh 800,000",House,Rent
Loresho Nairobi,3,3,3,"KSh 30,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 150,000",House,Rent
Kitisuru Nairobi,4,4,4,"KSh 300,000",Apartment,Rent
Lavington Nairobi,0,0,0,"KSh 280,000",House,Rent
Gigiri Nairobi,1,1,1,"KSh 10,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 180,000",House,Rent
Gigiri Nairobi,3,3,3,"KSh 30,000",House,Rent
Westlands Nairobi,2,2,2,"KSh 70,000",House,Rent
Roysambu Nairobi,1,1,1,"KSh 10,000",House,Rent
Githurai Nairobi,1,1,1,"KSh 9,000",House,Rent
Madaraka Nairobi,2,2,2,"KSh 18,000",House,Rent
"behind Quickmark, Mlolongo Nairobi",1,1,1,"KSh 9,000",House,Rent
Muthaiga Area Muthaiga Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
South B Nairobi,1,1,1,"KSh 15,000",House,Rent
Uthiru Ruthimitu Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
"ROSE AVENUE behind coptic hospital, Ngong Rd Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
Muthaiga Nairobi,2,2,2,"KSh 100,000",House,Rent
Muthaiga Nairobi,5,5,5,"KSh 700,000",House,Rent
Lavington Nairobi,4,4,4,"KSh 300,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 280,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 180,000",House,Rent
Kilimani Nairobi,beds,baths,Toilets,"KSh 120,000",House,Rent
Kilimani Nairobi,2,2,2,"KSh 250,000",House,Rent
Hurlingham Nairobi,3,3,3,"KSh 110,000",House,Rent
Waithaka Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
Jamhuri Nairobi,1,1,1,"KSh 13,000",House,Rent
"Westlands (extension), Westlands Area Westlands Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
"Marurui Thome close to Jaggy's, Marurui Roysambu Nairobi",2,2,2,"KSh 18,000",House,Rent
Kileleshwa Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Karen Nairobi,3,3,3,"KSh 350,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 40,000",House,Rent
Kilimani Nairobi,4,4,4,"KSh 150,000",House,Rent
Langata Nairobi,3,3,3,"KSh 60,000",House,Rent
Ruaka Nairobi,1,1,1,"KSh 15,000",Apartment,Rent
Langata Nairobi,3,3,3,"KSh 45,000",House,Rent
Syokimau Nairobi,3,3,3,"KSh 50,000",House,Rent
Muthaiga Nairobi,3,3,3,"KSh 80,000",House,Rent
Langata Area Langata Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
Mombasa Road Mombasa Road Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Garden Estate Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
"Nyayo estate gate b, Embakasi Nairobi",2,2,2,"KSh 25,000",Apartment,Rent
Karen Nairobi,4,4,4,"KSh 250,000",House,Rent
Langata Nairobi,3,3,3,"KSh 65,000",House,Rent
South B Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Karen Nairobi,1,2,2,"KSh 40,000",House,Rent
Karen Nairobi,3,3,3,"KSh 45,000",House,Rent
Karen Nairobi,2,2,2,"KSh 35,000",House,Rent
Ngong Rd Nairobi,3,3,3,"KSh 30,000",Apartment,Rent
Karen Nairobi,5,5,5,"KSh 170,000",House,Rent
South B Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
"Bogani Road, Karen Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
Redhill Nairobi,4,4,4,"KSh 130,000",House,Rent
Karen Nairobi,3,3,3,"KSh 130,000",House,Rent
Karen Nairobi,3,3,3,"KSh 80,000",House,Rent
Langata Nairobi,3,3,3,"KSh 65,000",House,Rent
Brookside Westlands Nairobi,1,1,1,"KSh 8,000",House,Rent
Kahawa Wendani Nairobi,1,1,1,"KSh 10,000",House,Rent
"Golf course, Ngumo Estate Langata Nairobi",1,1,1,"KSh 7,000",Apartment,Rent
"close to Garden City Mall, Ngumba Estate Kasarani Nairobi",1,1,1,"KSh 6,500",Apartment,Rent
Kilimani Nairobi,3,3,3,"KSh 80,000",House,Rent
"Deliverance Road, Mwiki Nairobi",0,1,1,"KSh 8,000",Apartment,Rent
Thika Road Nairobi,1,1,1,"KSh 10,000",House,Rent
Madaraka Nairobi,3,3,3,"KSh 30,000",Apartment,Rent
Popo road South C Nairobi,1,1,1,"KSh 10,000",House,Rent
"close to Sunstar Hotel, Garden Estate Nairobi",3,2,2,"KSh 34,000",House,Rent
Muhoho road South C Nairobi,1,1,1,"KSh 10,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Mugoya estate South C Nairobi,2,3,3,"KSh 20,000",House,Rent
Ole Shapara South C Nairobi,2,3,3,"KSh 20,000",House,Rent
Karen Nairobi,3,3,3,"KSh 250,000",House,Rent
Mbungani estate South C Nairobi,2,3,3,"KSh 20,000",House,Rent
Thika Road Nairobi,3,3,3,"KSh 30,000",House,Rent
Karen Nairobi,2,2,2,"KSh 110,000",House,Rent
Karen Nairobi,1,1,1,"KSh 75,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 70,000",House,Rent
Garden Estate Nairobi,4,4,4,"KSh 45,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 130,000",House,Rent
Ngumo Estate Nairobi Central Nairobi,3,3,Toilets,"KSh 80,000",House,Rent
"Navaisha Road, Nairobi Central Nairobi",3,3,3,"KSh 55,000",Apartment,Rent
Thika Road Nairobi,2,2,2,"KSh 18,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 50,000",Apartment,Rent
Muthaiga Nairobi,3,3,3,"KSh 35,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 55,000",House,Rent
Langata Nairobi,3,3,3,"KSh 35,000",House,Rent
Hurlingham Nairobi,2,2,2,"KSh 25,000",House,Rent
Nasra Gardens Komarock Nairobi,1,1,1,"KSh 10,000",House,Rent
Nasra Gardens Komarock Nairobi,2,3,3,"KSh 15,000",House,Rent
Nasra Gardens Komarock Nairobi,3,4,4,"KSh 20,000",House,Rent
Lavington Nairobi,beds,1,1,"KSh 40,000",Apartment,Rent
Lavington Nairobi,2,2,2,"KSh 30,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 50,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 45,000",House,Rent
Imara Daima Nairobi,3,3,3,"KSh 35,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 25,000",House,Rent
Langata Nairobi,5,5,5,"KSh 200,000",House,Rent
Langata Nairobi,3,3,3,"KSh 48,000",House,Rent
Syokimau Nairobi,5,5,5,"KSh 70,000",House,Rent
Upper Hill Nairobi,3,3,3,"KSh 90,000",House,Rent
Karen Nairobi,5,5,5,"KSh 450,000",House,Rent
Oak Park court Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
Karen Nairobi,5,5,5,"KSh 200,000",House,Rent
Rosslyn Nairobi,3,3,3,"KSh 180,000",House,Rent
Muimara estate Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
Kyuna Nairobi,4,4,4,"KSh 260,000",House,Rent
Karen Nairobi,4,4,4,"KSh 200,000",House,Rent
Behind The Imaara Shopping Mall Imara Daima Nairobi,2,3,3,"KSh 20,000",House,Rent
Lavington Nairobi,5,5,5,"KSh 30,000",House,Rent
Karen Nairobi,5,5,5,"KSh 360,000",House,Rent
Spring Valley Nairobi,3,3,3,"KSh 260,000",House,Rent
Muimara estate Imara Daima Nairobi,2,3,3,"KSh 20,000",House,Rent
Oak Park court Imara Daima Nairobi,2,3,3,"KSh 20,000",House,Rent
Lower Kabete Nairobi,5,5,5,"$ 5,500",House,Rent
Phase 8 Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
Behind Equity bank Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
Lower Kabete Nairobi,4,4,4,"$ 4,000",House,Rent
Mara Savannah Donholm Nairobi,3,4,4,"KSh 30,000",House,Rent
Lower Kabete Nairobi,3,3,3,"$ 3,750",House,Rent
Oysters Village Donholm Nairobi,3,4,4,"KSh 30,000",House,Rent
Lavington Nairobi,4,4,4,"KSh 330,000",House,Rent
Karen Nairobi,6,6,6,"KSh 200,000",House,Rent
Kitisuru Nairobi,2,2,2,"KSh 300,000",House,Rent
Kitisuru Nairobi,2,2,2,"KSh 300,000",House,Rent
Kyuna Nairobi,5,5,5,"KSh 500,000",House,Rent
Karen Nairobi,4,4,4,"KSh 320,000",House,Rent
Peponi Nairobi,4,4,4,"KSh 600,000",House,Rent
Kitisuru Nairobi,5,5,5,"KSh 250,000",House,Rent
Westlands Nairobi,4,4,4,"KSh 480,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 35,000",Apartment,Rent
Eastern bypass Ruai Nairobi,beds,baths,Toilets,"KSh 604,500",Other,Rent
"Syokimau parliament road, Syokimau Nairobi",3,3,3,"KSh 30,000",Apartment,Rent
Kagundo Road Kasarani Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
Madaraka Nairobi,2,2,2,"KSh 25,000",Apartment,Rent
"near shujaa mall, Embakasi Nairobi",1,1,1,"KSh 6,000",Apartment,Rent
South B Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
"near donholm primary school, Donholm Nairobi",1,1,1,"KSh 7,000",Apartment,Rent
South C Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
"near deliverance church, Langata Area Langata Nairobi",1,1,1,"KSh 8,000",Apartment,Rent
Lavington Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
"near pangani girls, Pangani Nairobi",1,1,1,"KSh 6,500",Apartment,Rent
Loresho Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Syokimau Nairobi,1,1,1,"KSh 15,000",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Kileleshwa Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Karen Nairobi,5,5,5,"KSh 380,000",House,Rent
Nairobi Central Nairobi,5,5,5,"KSh 650,000",House,Rent
Kitisuru Nairobi,4,4,4,"KSh 250,000",House,Rent
Kitisuru Nairobi,5,5,5,"KSh 800,000",House,Rent
Karen Nairobi,1,1,1,"KSh 85,000",House,Rent
Karen Nairobi,1,1,1,"KSh 75,000",House,Rent
Karen Nairobi,2,2,2,"KSh 100,000",House,Rent
"Five-star phase one, Nairobi West Langata Nairobi",2,2,2,"KSh 20,000",Apartment,Rent
Ruai Nairobi,3,3,3,"KSh 18,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 11,000",House,Rent
"Mountain View Estate, Mountain View Nairobi",1,1,1,"KSh 7,500",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Utawala Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Lavington Nairobi,1,1,1,"KSh 25,000",House,Rent
"Syokimau parliament road, Syokimau Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
Lucky Summer Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Nyayo Highrise Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Langata Area Langata Nairobi,2,2,2,"KSh 30,000",Apartment,Rent
Ngara Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Utawala Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
"Dennis Court, Dennis Pritt Dagoretti North Nairobi",2,2,2,"KSh 20,000",Apartment,Rent
"Barton estate, Lower Kabete Westlands Nairobi",2,2,2,"KSh 20,000",Apartment,Rent
Whispers Westlands Nairobi,3,3,3,"KSh 30,000",Apartment,Rent
"Buruburu phase 3, Buruburu Nairobi",2,2,2,"KSh 18,000",House,Rent
"South C, Nairobi West Nairobi",3,3,3,"KSh 25,000",House,Rent
Gigiri wispers estate Gigiri Nairobi,3,3,3,"KSh 30,000",Apartment,Rent
"Gigiri wispers estate, Gigiri Westlands Nairobi",3,3,3,"KSh 40,000",House,Rent
Hurlingham Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
Fedha Nairobi,1,1,1,"KSh 9,000",Apartment,Rent
Madaraka Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Ruaraka Ruaraka Nairobi,1,2,2,"KSh 8,000",House,Rent
"Thome Estate, Thome Roysambu Nairobi",3,3,3,"KSh 28,000",Apartment,Rent
Donholm Nairobi,3,3,3,"KSh 25,000",House,Rent
Madaraka Langata Nairobi,3,3,3,"KSh 25,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 9,000",House,Rent
Buruburu Nairobi,3,3,3,"KSh 25,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 6,500",House,Rent
Karen Nairobi,1,1,1,"KSh 7,000",House,Rent
"Allsopps, Ruaraka Nairobi",1,1,1,"KSh 5,000",Apartment,Rent
Ngara Nairobi,1,1,1,"KSh 5,500",Apartment,Rent
"UMOJA 1 CALTEX, Umoja Nairobi",1,1,1,"KSh 6,000",Apartment,Rent
"Jabavu Lane, Hurlingham Nairobi",1,1,1,"KSh 11,000",Apartment,Rent
Chokaa Nairobi,2,2,2,"KSh 15,000",House,Rent
Jamhuri Nairobi,3,3,3,"KSh 40,000",House,Rent
Garden Estate Nairobi,2,2,2,"KSh 22,000",House,Rent
Buruburu Nairobi,2,2,2,"KSh 15,000",House,Rent
Mara Savannah Donholm Nairobi,2,3,3,"KSh 20,000",House,Rent
Green field Donholm Nairobi,2,3,3,"KSh 20,000",House,Rent
Harambee SACCO Donholm Nairobi,3,4,4,"KSh 30,000",House,Rent
"Thika road, Thome Nairobi",3,3,3,"KSh 30,000",House,Rent
"SORE ROAD, South B Nairobi",1,1,1,"KSh 14,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 65,000",House,Rent
Kileleshwa Nairobi,1,1,1,"KSh 80,000",Apartment,Rent
"Ole Shapara, South C Nairobi",2,2,2,"KSh 25,000",Apartment,Rent
Kilimani Nairobi,3,3,3,"KSh 75,000",Apartment,Rent
"Wood Avenue, Kilimani Nairobi",1,1,1,"KSh 10,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 65,000",Apartment,Rent
"12 TH STREET, Eastleigh South Nairobi",2,2,2,"KSh 22,000",Apartment,Rent
"Argwings Kodhek Rd, Kilimani Nairobi",1,1,1,"KSh 55,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 80,000",House,Rent
"1st Avenue, Parklands Nairobi",1,1,1,"KSh 25,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 65,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 65,000",House,Rent
Runda Nairobi,4,4,4,"KSh 270,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 85,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 85,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 85,000",House,Rent
Lavington Nairobi,4,4,4,"KSh 170,000",House,Rent
Kilimani Nairobi,5,5,5,"KSh 220,000",House,Rent
Riverside Nairobi,1,1,1,"KSh 60,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 75,000",Apartment,Rent
Kileleshwa Nairobi,3,3,3,"KSh 85,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 75,000",House,Rent
Lavington Nairobi,4,4,4,"KSh 670,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
South C Nairobi,3,2,2,"KSh 35,000",House,Rent
Kasarani Area Kasarani Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Clay City Nairobi,1,1,1,"KSh 14,000",Apartment,Rent
Clay City Nairobi,1,1,1,"KSh 14,000",Apartment,Rent
"close to USIU at Safari Park View Estate, Ruaraka Ruaraka Nairobi",1,1,1,"KSh 7,000",Apartment,Rent
Kahawa Wendani Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
"Kasarani ICIPE, Kasarani Area Kasarani Nairobi",2,2,2,"KSh 20,000",House,Rent
Madaraka Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Imara Daima Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Jamhuri Nairobi,2,2,2,"KSh 24,000",House,Rent
Hurlingham Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Loresho Westlands Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
"close to Getrude, Muthaiga Area Muthaiga Nairobi",1,1,1,"KSh 18,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 50,000",Apartment,Rent
Kileleshwa Nairobi,1,1,1,"KSh 30,000",Apartment,Rent
Makadara Makadara Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
Riverside Drive Riverside Nairobi,2,3,3,"KSh 260,000",Apartment,Rent
Nairobi West Nairobi,1,1,1,"KSh 15,000",Apartment,Rent
"Nasra estate, Embakasi Central Embakasi Nairobi",3,3,3,"KSh 26,000",House,Rent
"Greenspan estate, Donholm Nairobi",3,3,3,"KSh 28,000",House,Rent
Ngumo Estate Langata Nairobi,3,3,3,"KSh 23,000",House,Rent
Dam astate Langata Area Langata Nairobi,3,3,0,"KSh 25,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
"Riverside Drive, Riverside Nairobi",2,3,3,"KSh 260,000",Apartment,Rent
Kangemi Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 90,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 85,000",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 65,000",Apartment,Rent
Kilimani Nairobi,beds,1,1,"KSh 45,000",Apartment,Rent
Lavington Nairobi,5,5,5,"KSh 250,000",House,Rent
Riverside Nairobi,3,3,3,"KSh 140,000",House,Rent
Riverside Nairobi,3,3,3,"KSh 150,000",House,Rent
Kileleshwa Nairobi,1,1,1,"KSh 80,000",Apartment,Rent
"Sportview estate, Kasarani Area Kasarani Nairobi",3,3,3,"KSh 30,000",House,Rent
"Greenwood estate, Kasarani Area Kasarani Nairobi",3,3,3,"KSh 28,000",House,Rent
"Complex view estate, Kasarani Area Kasarani Nairobi",3,3,3,"KSh 27,000",House,Rent
Nairobi West Nairobi,3,3,3,"KSh 40,000",House,Rent
"MADARAKA STRATHMORE, Madaraka Nairobi",1,1,1,"KSh 7,000",Apartment,Rent
Runda Nairobi,5,5,6,"KSh 350,000",House,Rent
Clay City Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
Kahawa Sukari Nairobi,3,3,2,"KSh 40,000",Apartment,Rent
Kahawa Sukari Nairobi,3,3,2,"KSh 40,000",Apartment,Rent
"Seasons eighth street, Kasarani Area Kasarani Nairobi",2,2,2,"KSh 14,000",Apartment,Rent
Donholm Nairobi,1,1,1,"KSh 11,000",Apartment,Rent
Woodley Kenyatta Golf Course Nairobi,1,1,1,"KSh 7,000",Other,Rent
"Buruburu phase 3, Buruburu Nairobi",1,1,1,"KSh 15,000",House,Rent
Ruaka Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
South B Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Ngumba Estate Kasarani Nairobi,1,1,1,"KSh 11,000",House,Rent
"Julia court, Riruta Dagoretti South Nairobi",3,3,3,"KSh 26,000",Apartment,Rent
"Tiaracourt apartment, Riruta Dagoretti South Nairobi",3,3,3,"KSh 26,000",Apartment,Rent
"Ivory court, Waithaka Dagoretti South Nairobi",3,3,3,"KSh 25,000",House,Rent
"Precious gardens estate, Riruta Dagoretti South Nairobi",3,3,3,"KSh 38,000",House,Rent
"Mountain view estate, Mountain View Westlands Nairobi",3,3,3,"KSh 40,000",House,Rent
Utawala Nairobi,2,2,2,"KSh 18,000",House,Rent
kasarani ICIPE Kasarani Area Kasarani Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
Roysambu Area Roysambu Nairobi,1,1,1,"KSh 9,000",Apartment,Rent
Syokimau Nairobi,1,1,1,"KSh 20,000",Apartment,Rent
Ngong Rd Nairobi,2,2,2,"KSh 20,000",House,Rent
"Jabavu Lane, Hurlingham Nairobi",1,1,1,"KSh 20,000",House,Rent
"Near Strathmore, Madaraka Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
"BEHIND QUICKMART SUPERMARKET, Utawala Nairobi",1,1,1,"KSh 10,000",House,Rent
"Kileleshwa cotton avenue, Kileleshwa Dagoretti North Nairobi",1,1,1,"KSh 30,000",Apartment,Rent
Kahawa Sukari Nairobi,3,3,3,"KSh 30,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Garden Estate Nairobi,2,2,2,"KSh 25,000",Apartment,Rent
"komarock estate, kagundo road, Komarock Nairobi",2,2,2,"KSh 17,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 15,000",Apartment,Rent
Lavington Nairobi,5,5,6,"KSh 330,000",House,Rent
"Muchai drive, Ngong Rd Nairobi",1,1,1,"KSh 15,000",House,Rent
South C Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Thome Nairobi,2,2,2,"KSh 20,000",Apartment,Rent
