Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
"Ngumo, Ngong Rd Nairobi",4,4,4,"KSh 70,000",House,Rent
Kahawa West Nairobi,1,1,1,"KSh 9,000",House,Rent
Syokimau Nairobi,3,2,2,"KSh 35,000",House,Rent
"Kenyatta Road, Mowlem Nairobi",2,2,2,"KSh 14,000",House,Rent
Loresho Nairobi,1,1,1,"KSh 6,000",House,Rent
Kasarani Nairobi,3,3,0,"KSh 22,000",House,Rent
Imara Daima Nairobi,1,0,0,"KSh 6,500",House,Rent
South C Nairobi,4,3,0,"KSh 40,000",House,Rent
Uthiru Ruthimitu Nairobi,1,0,0,"KSh 5,500",House,Rent
Kangemi Nairobi,2,0,0,"KSh 15,000",House,Rent
Eastleigh North Nairobi,1,0,0,"KSh 6,500",House,Rent
Hurlingham Nairobi,1,0,0,"KSh 7,000",House,Rent
Ruaraka Nairobi,1,0,0,"KSh 6,000",House,Rent
Chokaa Nairobi,2,2,2,"KSh 15,000",House,Rent
Karen Nairobi,3,3,3,"KSh 52,000",House,Rent
Kilimani Nairobi,2,2,2,"KSh 38,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 60,000",House,Rent
Kahawa Wendani Nairobi,2,2,2,"KSh 15,000",House,Rent
Kahawa Wendani Nairobi,2,2,2,"KSh 18,000",House,Rent
Kahawa Sukari Nairobi,2,2,2,"KSh 15,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 65,000",House,Rent
Ngong Rd Nairobi,2,2,2,"KSh 28,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 70,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 55,000",House,Rent
Garden Estate Nairobi,1,1,1,"KSh 10,000",House,Rent
Kahawa West Nairobi,2,2,2,"KSh 15,000",House,Rent
Fedha Nairobi,2,2,2,"KSh 17,000",House,Rent
Pangani Nairobi,0,1,1,"KSh 6,000",House,Rent
Buruburu Nairobi,2,1,1,"KSh 17,000",House,Rent
Komarock Nairobi,3,3,3,"KSh 25,000",House,Rent
Chokaa Nairobi,3,3,3,"KSh 22,000",House,Rent
Pangani Nairobi,2,2,2,"KSh 15,000",House,Rent
Karen Nairobi,3,3,3,"KSh 55,000",House,Rent
Pangani Nairobi,1,1,1,"KSh 12,000",House,Rent
Kawangware Nairobi,1,1,1,"KSh 8,000",House,Rent
Mihango Nairobi,1,1,1,"KSh 8,000",House,Rent
Madaraka Nairobi,1,1,1,"KSh 10,000",House,Rent
Kahawa West Nairobi,2,2,2,"KSh 18,000",House,Rent
Donholm Nairobi,2,2,2,"KSh 22,000",House,Rent
Katani Nairobi,2,2,2,"KSh 22,000",House,Rent
Kahawa Wendani Nairobi,2,2,2,"KSh 18,000",House,Rent
Kahawa Wendani Nairobi,2,2,2,"KSh 15,000",House,Rent
Ngong Rd Nairobi,2,2,2,"KSh 22,000",House,Rent
Parkland Nairobi,1,1,1,"KSh 7,000",House,Rent
Madaraka Nairobi,1,1,1,"KSh 10,000",House,Rent
Kangemi Nairobi,1,1,1,"KSh 7,500",House,Rent
Buruburu Nairobi,2,2,2,"KSh 18,000",House,Rent
Nairobi Central Nairobi,1,1,1,"KSh 5,500",House,Rent
Karen Nairobi,3,2,2,"KSh 45,000",House,Rent
Ngong Rd Nairobi,1,0,0,"KSh 6,000",House,Rent
Pangani Nairobi,1,0,0,"KSh 6,000",House,Rent
South C Nairobi,1,0,0,"KSh 9,000",House,Rent
Hurlingham Nairobi,2,2,0,"KSh 17,000",House,Rent
Ruaka Nairobi,1,0,0,"KSh 6,000",House,Rent
Pangani Nairobi,1,1,1,"KSh 5,500",House,Rent
Buruburu Nairobi,3,2,2,"KSh 20,000",House,Rent
Thome Nairobi,2,2,2,"KSh 16,000",House,Rent
Kiamumbi Nairobi,2,1,1,"KSh 14,000",House,Rent
Eastleigh South Nairobi,0,1,1,"KSh 6,000",House,Rent
Kasarani Area Kasarani Nairobi,2,1,1,"KSh 17,000",House,Rent
Kasarani Area Kasarani Nairobi,1,2,2,"KSh 9,000",House,Rent
Donholm Nairobi,1,2,2,"KSh 9,000",House,Rent
Ruai Nairobi,1,2,2,"KSh 7,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 10,000",House,Rent
Langata Nairobi,0,1,1,"KSh 6,000",House,Rent
Katani Nairobi,2,1,1,"KSh 15,000",House,Rent
Baba Dogo Nairobi,1,1,1,"KSh 9,000",House,Rent
Westlands Nairobi,4,4,4,"KSh 60,000",House,Rent
"Bungoma road, Kahawa Sukari Nairobi",4,4,4,"KSh 45,000",House,Rent
Mlolongo Nairobi,1,1,1,"KSh 6,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
Garden Estate Nairobi,2,2,2,"KSh 18,000",House,Rent
Donholm Nairobi,2,1,1,"KSh 15,000",House,Rent
Joska Nairobi,0,1,1,"KSh 6,000",House,Rent
Fedha Nairobi,1,1,1,"KSh 9,000",House,Rent
Westlands Area Westlands Nairobi,1,1,1,"KSh 10,000",House,Rent
Ruaraka Nairobi,1,1,1,"KSh 8,000",House,Rent
Thome Nairobi,1,1,1,"KSh 10,000",House,Rent
Kasarani Area Kasarani Nairobi,1,1,1,"KSh 9,000",House,Rent
Parkland Nairobi,1,1,2,"KSh 7,000",House,Rent
Fedha Nairobi,1,1,1,"KSh 6,500",House,Rent
Nairobi Central Nairobi,1,1,1,"KSh 9,000",House,Rent
Nairobi Central Nairobi,1,1,1,"KSh 5,500",House,Rent
South B Nairobi,1,0,0,"KSh 13,000",House,Rent
Karen Nairobi,3,3,3,"KSh 200,000",House,Rent
"Kasuku centre, Kileleshwa Nairobi",5,5,5,"KSh 120,000",House,Rent
Kangemi Nairobi,1,1,1,"KSh 5,000",Apartment,Rent
Donholm Nairobi,2,2,2,"KSh 15,000",House,Rent
Mwiki Nairobi,3,3,3,"KSh 30,000",House,Rent
Huruma Nairobi,0,0,0,"KSh 6,500",House,Rent
Mirema Nairobi,1,0,0,"KSh 10,000",House,Rent
Ruaka Nairobi,3,0,0,"KSh 30,000",House,Rent
Ruaka Nairobi,2,0,0,"KSh 20,000",House,Rent
Riruta Nairobi,1,0,0,"KSh 6,500",House,Rent
Mirema Nairobi,1,1,1,"KSh 11,000",House,Rent
Huruma Nairobi,1,1,1,"KSh 6,500",House,Rent
Langata Nairobi,1,1,1,"KSh 8,000",House,Rent
Mihango Nairobi,1,1,1,"KSh 6,000",House,Rent
Kileleshwa Nairobi,1,0,0,"KSh 15,000",House,Rent
Westlands Nairobi,1,0,0,"KSh 15,000",House,Rent
Kangemi Nairobi,1,0,0,"KSh 9,000",House,Rent
Hurlingham Nairobi,1,0,0,"KSh 7,000",House,Rent
Madaraka Nairobi,1,0,0,"KSh 7,000",House,Rent
Karen Nairobi,3,3,3,"KSh 60,000",House,Rent
Kasarani Area Kasarani Nairobi,1,2,2,"KSh 10,000",House,Rent
Zimmerman Nairobi,2,2,0,"KSh 17,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 90,000",House,Rent
Kahawa West Nairobi,2,1,1,"KSh 15,000",House,Rent
"Nyayo Estate, Embakasi Central Embakasi Nairobi",3,1,1,"KSh 20,000",House,Rent
Donholm Nairobi,2,1,1,"KSh 15,000",House,Rent
"Dam estate, Langata Area Langata Nairobi",2,1,1,"KSh 15,000",House,Rent
"Ruai town, Ruai Nairobi",2,1,2,"KSh 18,000",House,Rent
"Center, Nairobi West Nairobi",3,1,2,"KSh 22,000",House,Rent
Ngumo Estate Langata Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
South B Langata Nairobi,2,1,1,"KSh 15,000",House,Rent
"Utawala Estate, Utawala Nairobi",2,1,1,"KSh 15,000",House,Rent
Phase 3 Buruburu Nairobi,2,1,1,"KSh 15,000",House,Rent
Donholm Nairobi,2,2,2,"KSh 22,000",House,Rent
Karen Nairobi,3,3,3,"KSh 70,000",House,Rent
"Bungoma road, Kahawa Sukari Nairobi",4,4,4,"KSh 45,000",House,Rent
"Mwihoko, Githurai Nairobi",3,3,3,"KSh 20,000",House,Rent
Jamhuri Nairobi,2,0,0,"KSh 15,000",House,Rent
Ruai Nairobi,2,2,2,"KSh 18,000",House,Rent
Ruaraka Nairobi,2,2,2,"KSh 38,000",House,Rent
Chokaa Nairobi,2,2,2,"KSh 18,000",House,Rent
Ruai Nairobi,2,2,2,"KSh 18,000",House,Rent
Kileleshwa Nairobi,2,2,2,"KSh 45,000",House,Rent
Upper Hill Nairobi,2,2,2,"KSh 42,000",House,Rent
Ngumo Estate Langata Nairobi,2,1,1,"KSh 15,000",House,Rent
"LUMUMBA DRIVE, Roysambu Nairobi",1,1,1,"KSh 6,500",Apartment,Rent
"BUCHUMA COURT, Buruburu Nairobi",1,1,1,"KSh 10,000",Apartment,Rent
Pangani Nairobi,2,2,2,"KSh 23,000",Apartment,Rent
Kahawa West Nairobi,2,2,2,"KSh 18,000",House,Rent
"First avenue, Parklands Nairobi",1,1,1,"KSh 10,000",Apartment,Rent
ICIPE Kasarani Nairobi,2,2,2,"KSh 16,000",Apartment,Rent
"Adams arcade, Ngong Rd Nairobi",1,1,1,"KSh 14,000",Apartment,Rent
Syokimau Nairobi,3,3,3,"KSh 50,000",Apartment,Rent
Kitisuru Nairobi,2,2,0,"KSh 20,000",House,Rent
"James Gichuru, Lavington Nairobi",2,2,2,"KSh 45,000",House,Rent
Lower Kabete Nairobi,1,1,1,"KSh 13,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
"Matumbato Estate, Upper Hill Nairobi",1,1,1,"KSh 13,000",House,Rent
"General Mathenge Drive, Westlands Area Westlands Nairobi",1,1,1,"KSh 18,000",House,Rent
Kasarani Nairobi,2,2,2,"KSh 22,000",House,Rent
Utawala Nairobi,2,2,2,"KSh 18,000",House,Rent
Fedha Nairobi,2,2,2,"KSh 15,000",House,Rent
Fedha Nairobi,1,1,1,"KSh 5,000",House,Rent
Fedha Nairobi,1,1,1,"KSh 8,000",House,Rent
"Matumbato Estate, Upper Hill Nairobi",1,1,1,"KSh 22,000",House,Rent
"Buruburu Phase 3 Buchuma Lane, Buruburu Nairobi",4,4,4,"KSh 35,000",House,Rent
"RUNDA MUGUMO DR, Runda Nairobi",4,4,5,"KSh 150,000",House,Rent
"RAPHTA ROAD, Westlands Nairobi",1,1,1,"KSh 20,000",Apartment,Rent
Kawangware Nairobi,2,2,2,"KSh 18,000",House,Rent
Mirema Nairobi,1,0,0,"KSh 10,000",House,Rent
Buruburu Nairobi,1,1,0,"KSh 10,000",House,Rent
Donholm Nairobi,1,0,0,"KSh 10,000",House,Rent
Kangemi Nairobi,0,1,0,"KSh 8,500",House,Rent
Buruburu Nairobi,3,0,0,"KSh 24,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 11,000",House,Rent
Donholm Nairobi,2,2,2,"KSh 20,000",House,Rent
"Waiyaki way, Mountain View Nairobi",0,1,1,"KSh 10,000",House,Rent
Parklands Nairobi,1,1,1,"KSh 28,000",House,Rent
"Eastleigh Near Nomad Hotel, Eastleigh North Nairobi",3,2,2,"KSh 28,000",House,Rent
Kahawa Wendani Nairobi,3,2,2,"KSh 30,000",House,Rent
South B Nairobi,2,2,2,"KSh 28,000",House,Rent
"Ole shapara, South C Nairobi",3,3,3,"KSh 40,000",House,Rent
Mirema Nairobi,2,2,2,"KSh 22,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 7,000",House,Rent
Nairobi West Nairobi,1,1,1,"KSh 21,000",Apartment,Rent
Utawala Nairobi,1,1,1,"KSh 12,000",House,Rent
Langata Nairobi,2,2,2,"KSh 22,000",House,Rent
Utawala Nairobi,2,2,2,"KSh 22,000",House,Rent
Westlands Nairobi,2,2,2,"KSh 28,000",House,Rent
Langata Nairobi,2,2,2,"KSh 22,000",House,Rent
"Mwananchi road, Syokimau Nairobi",3,3,3,"KSh 35,000",House,Rent
"ngong road, Karen Nairobi",2,2,2,"KSh 30,000",House,Rent
"ngong road, Jamhuri Nairobi",1,1,1,"KSh 27,000",House,Rent
"Hurlingham jabavu lane, Hurlingham Nairobi",0,1,1,"KSh 10,000",House,Rent
Garden Estate Nairobi,1,1,1,"KSh 15,000",House,Rent
"Waiyaki way, Mountain View Nairobi",3,2,2,"KSh 35,000",House,Rent
"Waiyaki way, Mountain View Nairobi",3,2,2,"KSh 35,000",House,Rent
Kasarani Area Kasarani Nairobi,2,1,1,"KSh 18,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 18,000",House,Rent
"Parklands Estate, Parklands Westlands Nairobi",0,1,1,"KSh 6,500",Apartment,Rent
"Ruaka town, Ruaka Nairobi",2,2,3,"KSh 38,000",Apartment,Rent
"Ruaka town, Ruaka Nairobi",2,1,1,"KSh 29,000",Apartment,Rent
Nairobi West Nairobi,2,2,2,"KSh 32,000",Apartment,Rent
Imara Daima Nairobi,2,2,2,"KSh 25,000",House,Rent
Ngara Nairobi,2,2,2,"KSh 9,500",House,Rent
"PlainsView, South B Nairobi",1,1,1,"KSh 28,000",Apartment,Rent
"Allsopps, Thika Road Thika Road Nairobi",1,1,1,"KSh 8,000",House,Rent
"UTHIRU CO OPERATION, Uthiru Ruthimitu Nairobi",1,1,1,"KSh 8,000",House,Rent
"STRATHMORE, Madaraka Nairobi",1,1,1,"KSh 7,500",Apartment,Rent
Langata Nairobi,3,3,3,"KSh 25,000",House,Rent
"Adams, Ngong Rd Nairobi",1,1,1,"KSh 17,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 5,000",House,Rent
Roysambu Area Roysambu Nairobi,1,1,1,"KSh 10,000",House,Rent
Ruaka Nairobi,1,1,1,"KSh 8,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
"JABAVU ROAD, Hurlingham Nairobi",2,2,2,"KSh 32,000",Apartment,Rent
"sore road, South B Nairobi",1,1,1,"KSh 16,000",Apartment,Rent
Ruaka Nairobi,2,2,2,"KSh 22,000",House,Rent
Kileleshwa Nairobi,4,4,4,"KSh 110,000",House,Rent
Buruburu Nairobi,3,2,2,"KSh 23,000",House,Rent
Madaraka Nairobi,2,2,2,"KSh 25,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 10,000",House,Rent
Eastleigh North Nairobi,2,2,2,"KSh 23,000",House,Rent
Buruburu Nairobi,2,2,2,"KSh 17,000",House,Rent
Parklands Nairobi,3,2,2,"KSh 40,000",House,Rent
"Kasuku centre, Kileleshwa Nairobi",4,3,3,"KSh 110,000",House,Rent
"Phase 3, Buruburu Nairobi",1,1,1,"KSh 10,000",House,Rent
Garden Estate Nairobi,2,1,1,"KSh 14,000",House,Rent
Mlolongo Nairobi,1,1,1,"KSh 7,000",House,Rent
Fedha Nairobi,1,1,1,"KSh 8,000",House,Rent
"Mirema Drive, Zimmerman Nairobi",3,2,2,"KSh 30,000",House,Rent
"Near KSL, Karen Nairobi",4,4,5,"KSh 80,000",House,Rent
"Waiyaki Way, Kangemi Nairobi",0,1,1,"KSh 7,000",House,Rent
"JAMUHURI TWO ESTATE NGONG RAOD, Jamhuri Nairobi",1,1,1,"KSh 14,000",House,Rent
Marurui Roysambu Nairobi,3,3,3,"KSh 22,000",House,Rent
Pangani Nairobi,1,1,1,"KSh 7,000",House,Rent
"Woodley close to Citam, Woodley Kenyatta Golf Course Nairobi",1,1,1,"KSh 13,000",House,Rent
Buruburu Nairobi,0,0,0,"KSh 10,000",House,Rent
Langata Nairobi,1,0,0,"KSh 12,000",House,Rent
Buruburu Nairobi,1,1,0,"KSh 10,000",House,Rent
Donholm Nairobi,0,0,0,"KSh 10,000",House,Rent
Buruburu Nairobi,1,0,0,"KSh 6,000",House,Rent
Buruburu Nairobi,1,0,0,"KSh 10,000",House,Rent
"Bogani Road, Karen Nairobi",5,5,5,"KSh 300,000",House,Rent
"Othaya Road, Kileleshwa Nairobi",3,3,4,"KSh 100,000",Apartment,Rent
Ruaka Nairobi,1,1,1,"KSh 8,500",House,Rent
Imara Daima Nairobi,2,2,2,"KSh 18,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 6,500",House,Rent
Parkland Nairobi,2,2,2,"KSh 18,000",House,Rent
"Kandara Road, Kileleshwa Nairobi",3,3,3,"KSh 110,000",Apartment,Rent
Kasarani Area Kasarani Nairobi,2,2,2,"KSh 18,000",House,Rent
Parklands Highridge Nairobi,3,3,3,"KSh 6,000",House,Rent
Thome Nairobi,1,1,1,"KSh 12,000",House,Rent
Ngumo Estate Langata Nairobi,0,1,1,"KSh 6,500",Apartment,Rent
Kasarani Area Kasarani Nairobi,1,1,1,"KSh 10,000",House,Rent
Katani Estate Katani Nairobi,3,1,1,"KSh 22,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 5,000",House,Rent
South B Nairobi,1,1,1,"KSh 6,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 5,000",House,Rent
Chokaa Nairobi,2,2,2,"KSh 18,000",House,Rent
Ngong Rd Nairobi,2,2,2,"KSh 22,000",House,Rent
Thome Nairobi,4,4,4,"KSh 80,000",House,Rent
Parklands Nairobi,1,1,1,"KSh 6,500",House,Rent
Parklands Nairobi,3,3,2,"KSh 45,000",House,Rent
Buruburu Nairobi,3,1,1,"KSh 22,000",House,Rent
Donholm Nairobi,0,1,1,"KSh 6,500",Apartment,Rent
"Thome Estate, Thome Nairobi",3,1,2,"KSh 23,000",House,Rent
"Waiyaki way, Kangemi Nairobi",2,1,1,"KSh 15,000",House,Rent
"KENYA WATER, South C Nairobi",2,2,2,"KSh 25,000",Apartment,Rent
"Nairobi west town, Nairobi West Nairobi",0,1,1,"KSh 6,500",Apartment,Rent
Buruburu Nairobi,2,2,2,"KSh 18,000",House,Rent
"Kasuku, Kileleshwa Nairobi",5,4,4,"KSh 120,000",House,Rent
"T.R.M, Roysambu Area Roysambu Nairobi",1,2,1,"KSh 12,000",House,Rent
Komarock Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
"close to K Mall, Komarock Nairobi",4,3,3,"KSh 32,000",House,Rent
"Ruaka Town, Ruaka Nairobi",2,1,1,"KSh 15,000",House,Rent
"ICIPE, Kasarani Area Kasarani Nairobi",2,1,1,"KSh 16,000",House,Rent
By pass Kahawa West Nairobi,2,1,1,"KSh 15,000",House,Rent
By pass Kahawa West Nairobi,2,1,1,"KSh 15,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 18,000",House,Rent
"Rirutasetlite, Riruta Dagoretti South Nairobi",1,1,1,"KSh 6,000",House,Rent
"Thindigua, Kiambu Road Kiambu Road Nairobi",1,1,1,"KSh 11,000",House,Rent
"Thindigua, Kiambu Road Kiambu Road Nairobi",3,3,2,"KSh 23,000",House,Rent
Kahawa West Nairobi,1,1,1,"KSh 6,000",House,Rent
"Umoja 2, Umoja Nairobi",3,2,3,"KSh 22,000",House,Rent
"close to Ruai Family, Ruai Nairobi",3,3,2,"KSh 24,000",House,Rent
"close to Diamond Plaza, Highridge Nairobi",1,1,1,"KSh 16,000",House,Rent
"Allsopps, Thika Road Thika Road Nairobi",1,1,1,"KSh 6,000",Apartment,Rent
Langata Nairobi,4,3,3,"KSh 60,000",House,Rent
"Bungoma Road, Kahawa Sukari Nairobi",4,3,3,"KSh 45,000",House,Rent
Phase 5 Buruburu Nairobi,2,1,1,"KSh 16,000",House,Rent
Karen Nairobi,3,3,3,"KSh 50,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 10,000",House,Rent
"D.O.D, Hurlingham Nairobi",2,1,1,"KSh 17,000",House,Rent
"Sarit center, Westlands Area Westlands Nairobi",1,1,1,"KSh 13,000",House,Rent
Madaraka Nairobi,2,0,0,"KSh 22,000",House,Rent
"JAMUHURI TWO ESTATE NGONG ROAD, Jamhuri Nairobi",2,1,1,"KSh 24,000",House,Rent
"JAMUHURI TWO ESTATE NGONG ROAD, Jamhuri Nairobi",1,1,1,"KSh 13,000",House,Rent
Woodley Kenyatta Golf Course Nairobi,3,0,0,"KSh 45,000",House,Rent
"General Mathenge Drive, Westlands Area Westlands Nairobi",3,3,4,"KSh 25,000",House,Rent
"General Mathenge Drive, Westlands Area Westlands Nairobi",1,1,1,"KSh 18,000",House,Rent
"General Mathenge Drive, Westlands Area Westlands Nairobi",0,1,1,"KSh 7,000",House,Rent
"Bungoma Road, Kahawa Sukari Nairobi",2,1,1,"KSh 20,000",House,Rent
"NEAR NEMBU GIRLS, Waithaka Dagoretti South Nairobi",2,1,1,"KSh 14,000",House,Rent
"NEAR NEMBU GIRLS, Waithaka Dagoretti South Nairobi",1,1,1,"KSh 9,500",House,Rent
"Bungoma Road, Kahawa Sukari Nairobi",3,3,4,"KSh 27,000",House,Rent
Karen Nairobi,3,3,3,"KSh 55,000",House,Rent
"Bungoma Road, Kahawa Sukari Nairobi",1,1,1,"KSh 13,000",House,Rent
"Bungoma Road, Kahawa Sukari Nairobi",0,1,1,"KSh 6,500",House,Rent
Ngara Nairobi,1,1,2,"KSh 10,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 9,000",House,Rent
"Ruaka Wamuchiri Drive, Ruaka Nairobi",0,1,1,"KSh 8,000",House,Rent
"Wamuchiri Drive, Ruaka Nairobi",4,4,4,"KSh 35,000",House,Rent
Kahawa Wendani Nairobi,1,1,1,"KSh 14,000",House,Rent
Kahawa Wendani Nairobi,2,2,2,"KSh 22,000",House,Rent
Kahawa Wendani Nairobi,0,1,1,"KSh 7,000",House,Rent
"Ngong Road, Jamhuri Nairobi",1,1,1,"KSh 13,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 18,000",House,Rent
Ngong Rd Nairobi,3,3,3,"KSh 50,000",House,Rent
Kayole Central Nairobi,1,1,1,"KSh 6,000",House,Rent
Thika Road Nairobi,3,3,3,"KSh 40,000",House,Rent
Kayole Central Nairobi,1,1,1,"KSh 10,000",House,Rent
Chokaa Nairobi,2,2,2,"KSh 13,000",House,Rent
Kahawa Sukari Nairobi,3,3,3,"KSh 55,000",House,Rent
Nairobi Central Nairobi,4,4,4,"KSh 90,000",House,Rent
Muthaiga Area Muthaiga Nairobi,3,3,3,"KSh 90,000",House,Rent
Utawala Nairobi,3,3,3,"KSh 45,000",House,Rent
Umoja Nairobi,2,2,2,"KSh 18,000",House,Rent
Chokaa Nairobi,2,2,2,"KSh 13,000",House,Rent
Kahawa Sukari Nairobi,3,0,0,"KSh 36,000",House,Rent
Pangani Nairobi,1,0,0,"KSh 12,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 3,500",House,Rent
Mirema Nairobi,1,1,1,"KSh 6,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 6,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 5,500",House,Rent
Ruaka Nairobi,2,2,1,"KSh 22,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 7,000",House,Rent
Fedha Nairobi,2,2,1,"KSh 18,000",House,Rent
Mountain View Nairobi,2,2,1,"KSh 22,000",House,Rent
Zimmerman Nairobi,2,2,2,"KSh 15,000",House,Rent
Utawala Nairobi,3,3,3,"KSh 35,000",House,Rent
Utawala Nairobi,2,2,2,"KSh 18,000",House,Rent
Buruburu Nairobi,2,0,0,"KSh 15,000",House,Rent
South B Nairobi,3,3,3,"KSh 45,000",House,Rent
"Phase 3, Buruburu Nairobi",2,2,2,"KSh 25,000",House,Rent
Pangani Nairobi,1,1,1,"KSh 7,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 5,500",House,Rent
Donholm Nairobi,1,1,1,"KSh 5,500",House,Rent
Thika Road Thika Road Nairobi,1,1,1,"KSh 6,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 9,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 5,500",House,Rent
Ruaka Nairobi,1,1,1,"KSh 5,500",House,Rent
Ngumo Nairobi Cbd Nairobi,3,3,3,"KSh 35,000",House,Rent
"Near YAYA, Hurlingham Nairobi",5,5,6,"KSh 75,000",House,Rent
Nairobi West Nairobi,2,2,2,"KSh 20,000",House,Rent
"Mombasa Road, Imara Daima Nairobi",5,4,5,"KSh 55,000",House,Rent
Muthangari Nairobi,1,0,0,"KSh 40,000",House,Rent
South C Nairobi,1,0,0,"KSh 15,000",House,Rent
Ruaraka Nairobi,3,0,0,"KSh 25,000",House,Rent
"Ruaka Town, Ruaka Nairobi",2,1,1,"KSh 16,000",House,Rent
"Pagani shopping center, Pangani Nairobi",0,1,1,"KSh 6,500",Apartment,Rent
"Dam Estate, Langata Area Langata Nairobi",1,1,1,"KSh 9,000",House,Rent
Ngara Nairobi,0,1,1,"KSh 6,500",Apartment,Rent
Westlands Nairobi,2,2,2,"KSh 20,000",House,Rent
"First avenue, Parkland Nairobi",1,1,1,"KSh 13,000",House,Rent
Kileleshwa Nairobi,4,4,4,"KSh 120,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 7,000",House,Rent
"Jabavu road, Hurlingham Nairobi",1,1,1,"KSh 10,000",Apartment,Rent
"RAPHTA ROAD, Westlands Nairobi",1,1,1,"KSh 22,000",Apartment,Rent
Kasarani Nairobi,3,3,3,"KSh 35,000",House,Rent
Chokaa Nairobi,3,3,3,"KSh 25,000",House,Rent
Kayole South Nairobi,3,3,3,"KSh 25,000",House,Rent
Westlands Nairobi,3,3,3,"KSh 45,000",House,Rent
Kahawa West Nairobi,3,3,3,"KSh 35,000",House,Rent
Ruaka Nairobi,3,3,3,"KSh 42,000",House,Rent
Nairobi Central Nairobi,1,1,1,"KSh 13,000",House,Rent
Ruai Nairobi,1,1,1,"KSh 8,000",House,Rent
Ruai Nairobi,1,1,1,"KSh 8,000",House,Rent
"Near YAYA, Hurlingham Nairobi",3,2,3,"KSh 24,000",House,Rent
"Safari Park View Estate USIU Road, Thika Road Thika Road Nairobi",1,1,1,"KSh 16,000",House,Rent
"Near YAYA, Hurlingham Nairobi",0,1,1,"KSh 7,500",House,Rent
"Safari Park View Estate USIU Road, Thika Road Thika Road Nairobi",0,1,1,"KSh 7,000",House,Rent
Ruai Nairobi,1,1,1,"KSh 8,000",House,Rent
South B Nairobi,1,1,1,"KSh 12,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 8,000",House,Rent
"Mombasa Road, Imara Daima Nairobi",2,3,3,"KSh 24,000",House,Rent
Gitanga Rd Lavington Nairobi,3,3,3,"KSh 95,000",Apartment,Rent
South B Nairobi,2,2,2,"KSh 20,000",House,Rent
"Garden Estate Road, Thika Road Thika Road Nairobi",1,1,1,"KSh 14,000",House,Rent
"Mombasa road, Mlolongo Nairobi",3,3,4,"KSh 32,000",House,Rent
"Season's Near Equity, Kasarani Area Kasarani Nairobi",1,1,1,"KSh 11,000",House,Rent
"Mombasa road, Mlolongo Nairobi",1,1,1,"KSh 14,000",House,Rent
"Near YAYA, Hurlingham Nairobi",1,1,1,"KSh 16,000",House,Rent
"Near YAYA, Hurlingham Nairobi",2,2,3,"KSh 24,000",House,Rent
"Near YAYA, Hurlingham Nairobi",0,1,1,"KSh 7,500",House,Rent
"Season's Near Equity, Kasarani Area Kasarani Nairobi",0,1,1,"KSh 6,500",House,Rent
"Jabavu Lane, Hurlingham Nairobi",3,3,4,"KSh 30,000",House,Rent
South C Nairobi,1,1,1,"KSh 13,000",House,Rent
Kahawa Sukari Nairobi,1,1,1,"KSh 13,000",House,Rent
Kahawa West Nairobi,3,3,3,"KSh 30,000",House,Rent
Mirema Nairobi,2,2,2,"KSh 14,000",House,Rent
Kasarani Nairobi,1,1,1,"KSh 15,000",House,Rent
Ruaka Nairobi,1,1,1,"KSh 9,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 7,000",House,Rent
Kasarani Area Kasarani Nairobi,2,2,2,"KSh 17,000",House,Rent
